DepRate,KerFeed,KerTemp,WaterpH,WaterLev,BrineLev
0.0000,0.00,31.60,12.00,21.2315,41.1394
0.0000,0.00,31.46,12.00,21.3128,41.0911
0.0000,0.00,31.69,12.00,21.4399,39.8366
0.0000,0.00,31.74,12.00,21.3689,41.7561
0.0000,0.00,31.56,12.00,21.1182,45.3732
0.0000,0.00,31.79,12.00,20.6044,47.7226
0.0000,0.00,32.03,12.00,20.5536,47.2926
0.0000,0.00,32.39,12.00,20.3537,47.1408
0.0000,0.00,32.76,12.00,20.1851,47.2270
0.0000,0.00,32.70,12.00,20.1727,47.2991
0.0000,0.00,32.90,12.00,20.1369,47.1220
0.0000,0.00,32.83,12.00,20.1055,47.0215
0.0000,0.00,32.39,12.00,20.2471,47.0241
1.8451,1.02,32.68,12.00,19.8491,47.2145
11.9298,6.61,34.62,12.00,14.9821,40.2649
13.3989,7.42,34.59,11.70,15.3132,36.6977
13.9058,7.70,35.53,12.40,23.0413,36.9103
10.1433,5.62,35.83,11.50,26.4889,36.0667
11.3691,6.30,37.28,11.90,25.3848,36.3594
11.3955,6.31,37.62,11.50,22.8724,36.5131
9.3807,5.20,36.76,11.80,18.2543,36.4660
9.7693,5.41,36.85,11.50,15.8347,36.9805
12.6526,7.01,36.28,11.40,26.4456,37.6943
14.4023,7.98,35.69,11.50,25.4003,37.4731
15.3214,8.49,35.25,11.30,22.4592,37.5009
16.6992,9.25,37.04,11.80,25.3364,37.0723
17.8105,9.87,38.66,11.30,22.2668,36.4610
18.0184,9.98,38.89,11.40,20.6784,36.1537
18.0618,10.00,38.99,11.60,24.0624,35.6757
18.1622,10.06,38.79,11.60,25.5381,35.5984
18.1717,10.07,39.52,11.90,19.7728,35.1363
18.2630,10.12,39.33,11.90,23.2194,35.7388
18.3179,10.15,39.37,11.80,22.2999,35.4673
18.4175,10.20,39.43,11.90,16.0576,35.2420
18.5048,10.25,39.18,11.90,25.5444,34.6391
18.3614,10.17,39.83,12.00,25.9778,34.5332
12.7547,7.07,41.83,11.90,25.1473,34.7783
12.7787,7.08,42.78,12.20,26.5878,36.0259
13.0081,7.21,42.87,12.20,21.4646,35.9382
13.4719,7.46,44.01,12.00,24.8406,35.3541
13.4933,7.47,43.30,12.00,27.3212,36.1273
13.3989,7.42,41.96,12.30,26.0642,35.8497
13.3940,7.42,40.77,12.10,22.6529,35.7658
13.4667,7.46,40.36,12.00,30.6003,36.0725
13.4752,7.46,40.79,12.00,35.2736,35.7178
12.8864,7.14,41.54,12.00,29.4969,35.8927
12.4308,6.89,40.34,12.10,26.6676,36.5771
12.8181,7.10,40.07,11.40,38.3830,36.1927
12.8411,7.11,39.92,11.50,46.0682,36.2878
12.4295,6.89,39.50,11.70,42.4457,36.4110
12.4899,6.92,39.05,11.70,40.2319,35.8134
12.6259,6.99,42.04,12.00,35.4251,36.5803
12.2815,6.80,40.44,11.80,32.0645,36.7352
11.9569,6.62,39.01,11.80,29.9896,37.2793
12.3718,6.85,39.18,11.70,40.9881,36.6441
13.1219,7.27,40.33,11.70,45.9412,36.4155
12.2081,6.76,39.41,11.90,42.7267,36.9436
11.8053,6.54,37.19,12.70,36.9094,36.5092
14.5617,8.07,35.56,11.70,42.4366,36.3973
15.3573,8.51,35.95,12.00,38.5808,36.4127
16.1261,8.93,36.17,11.90,34.9021,36.5971
16.0404,8.89,35.88,12.00,31.0783,36.7327
16.0524,8.89,35.00,11.90,34.1446,36.3597
14.2210,7.88,36.42,11.90,32.9374,36.7722
12.1309,6.72,38.45,11.90,28.4148,36.8042
12.8574,7.12,39.88,11.90,27.2860,37.0297
12.9043,7.15,41.39,12.00,25.1791,36.9221
12.8548,7.12,39.77,12.00,24.0142,37.3299
12.3293,6.83,39.54,12.00,37.5319,35.7567
11.4930,6.37,39.21,11.70,46.7762,36.0734
11.6524,6.45,39.92,11.80,45.4595,36.3220
11.7239,6.49,38.48,11.80,44.3140,35.8947
11.7128,6.49,38.70,11.80,43.6299,35.7813
11.9966,6.65,39.87,11.80,42.9443,36.0192
11.9238,6.60,39.34,11.70,41.9972,36.5485
11.6032,6.43,38.24,11.10,41.4833,36.8208
11.7324,6.50,38.24,11.90,41.1898,36.7684
12.0622,6.68,39.02,11.90,40.3972,36.9740
12.6400,7.00,39.67,12.10,39.5065,37.0047
13.4743,7.46,41.60,11.50,34.0881,37.6489
12.3937,6.87,40.19,11.90,33.3015,36.9161
12.4244,6.88,39.20,11.60,33.3729,37.4216
12.6531,7.01,38.98,11.70,32.7098,37.1557
12.8526,7.12,39.58,11.70,30.8825,37.2861
13.1330,7.27,40.90,11.70,28.6081,37.3475
12.6491,7.01,40.08,11.70,26.3476,37.2928
12.3025,6.81,40.20,11.90,24.0693,36.8313
11.8258,6.55,39.21,12.00,22.5278,36.8957
11.6458,6.45,38.04,11.80,36.8188,36.6669
11.7780,6.52,38.50,11.80,35.6192,36.9572
11.7740,6.52,37.92,12.30,33.8307,36.6111
11.2619,6.24,37.08,11.90,32.8296,36.8429
10.6928,5.92,33.60,12.00,32.4435,36.1267
10.9022,6.04,32.36,11.90,31.8083,34.7527
11.3227,6.27,32.99,11.20,30.6768,36.1230
11.6764,6.47,35.58,12.00,28.5067,36.9175
11.9308,6.61,35.95,12.00,26.0553,35.1669
12.4737,6.91,38.38,12.40,22.4520,29.5096
12.8510,7.12,39.43,12.00,24.6928,32.6628
12.5909,6.97,39.94,11.80,35.9060,37.2463
12.9414,7.17,40.88,11.80,34.3407,37.1797
13.1823,7.30,42.09,12.00,32.4352,37.9090
12.9258,7.16,41.33,11.80,29.9644,38.1177
13.3290,7.38,41.55,11.80,25.4839,38.3083
13.9319,7.72,42.67,11.90,23.2605,38.2311
13.8480,7.67,42.08,12.00,46.3424,37.2217
13.7905,7.64,42.36,11.80,42.8048,37.7646
12.9548,7.18,40.04,11.80,40.6782,37.8395
11.8994,6.59,38.10,11.90,39.6056,37.8108
12.4013,6.87,38.51,12.10,36.9459,37.7666
13.9661,7.74,41.38,11.90,32.2578,37.9188
14.2085,7.87,43.39,11.90,27.7253,38.4557
13.7656,7.63,43.08,11.90,23.6629,38.0379
14.0205,7.77,43.28,11.80,34.5367,37.6951
13.7121,7.60,42.02,12.00,43.4960,37.4755
12.7260,7.05,40.68,12.10,43.8721,37.7813
13.2354,7.33,39.84,12.00,42.9855,38.0733
13.2135,7.32,38.62,11.90,40.5238,37.8045
14.3457,7.95,41.23,12.00,36.3140,37.9251
14.9991,8.31,43.67,12.10,33.1967,37.9337
15.1687,8.40,44.21,12.30,30.8310,37.9788
15.0878,8.36,43.61,11.90,30.6374,38.1117
15.0566,8.34,43.24,11.90,30.6965,37.9591
14.2511,7.89,39.89,11.90,28.0373,38.0420
14.4724,8.02,37.04,11.90,24.5635,37.8245
14.5815,8.08,36.49,11.80,34.5958,37.8407
14.7944,8.19,40.10,11.90,39.4837,37.4715
14.8331,8.22,40.91,12.00,33.2464,37.9973
14.9222,8.27,39.38,11.90,37.3674,37.4099
15.0176,8.32,39.29,11.90,41.8322,36.8404
15.0096,8.31,40.10,12.00,34.6456,37.2003
14.9924,8.30,40.12,11.90,40.2360,36.9871
14.9871,8.30,38.27,12.00,41.0101,36.7429
15.0134,8.32,40.79,12.00,32.7350,37.0512
14.9575,8.29,40.65,11.50,40.0422,36.6289
14.0723,7.79,39.84,11.60,43.1109,36.6191
13.8602,7.68,38.83,11.70,36.3546,36.6222
14.3393,7.94,41.33,11.80,28.3652,37.5620
14.6404,8.11,42.29,11.70,37.0157,36.4305
15.0340,8.33,41.04,11.90,41.7362,36.8540
14.8851,8.25,43.30,11.00,37.8157,36.6301
14.8415,8.22,42.85,11.20,33.8754,36.8294
14.9876,8.30,42.19,11.20,27.3752,36.3051
15.1442,8.39,41.85,11.50,30.1795,35.7164
15.1249,8.38,41.47,11.50,47.3211,34.9814
15.1404,8.39,42.43,11.80,43.9842,35.3475
15.1405,8.39,42.13,11.20,40.2985,35.9642
15.1336,8.38,37.46,12.10,39.3829,35.9903
14.7035,8.14,36.55,12.30,38.7568,36.6231
15.1074,8.37,36.83,12.00,33.5935,36.4582
17.6526,9.78,33.58,12.00,34.0288,36.9701
17.9123,9.92,31.05,11.90,40.9388,37.3425
18.3235,10.15,33.05,12.00,44.4890,37.5669
18.9338,10.49,32.82,12.10,39.4924,36.7399
12.7224,7.05,33.92,12.10,43.7931,36.9469
0.0000,0.00,31.02,12.10,47.8045,18.0518
4.6945,3.26,32.53,12.10,42.1393,29.3234
8.9368,6.20,35.44,12.10,37.2507,36.8097
8.9376,6.20,35.92,11.90,37.8760,36.9711
9.9278,6.89,34.86,11.90,40.6310,37.3486
13.2072,9.16,34.02,11.90,42.0127,37.9877
13.0384,9.05,33.94,11.90,47.0626,37.1647
13.0318,9.04,34.10,12.00,45.3174,36.6519
13.5810,9.42,34.73,12.10,43.9954,36.0176
13.9970,9.71,35.79,12.20,41.4559,36.0884
14.3742,9.97,36.35,12.20,38.0809,36.6211
13.7635,9.55,35.34,11.70,42.3363,38.5341
13.1977,9.16,34.65,11.70,46.3296,40.0004
13.6587,9.48,34.80,11.90,44.7218,39.7993
13.0809,9.08,35.58,12.00,41.6806,38.1721
9.7193,6.74,35.93,11.90,40.8358,36.9684
13.8915,9.64,35.59,12.00,38.6722,37.9981
13.7046,9.51,36.08,12.00,35.5228,37.6270
12.4202,8.62,35.47,11.70,40.0438,36.9473
12.6276,8.76,32.96,11.80,44.3456,37.1219
12.6832,8.80,31.84,11.60,32.2058,36.8146
11.5547,8.02,31.35,11.80,36.7124,36.8870
10.2859,7.14,32.28,11.50,44.0295,37.8691
13.9993,9.71,37.59,11.50,37.4526,37.5995
14.1614,9.83,37.88,11.70,34.5061,37.9791
14.3472,9.95,37.44,11.60,44.1672,37.6126
14.6245,10.15,37.48,11.70,38.7173,38.0713
14.3077,9.93,36.35,11.70,32.9989,38.2252
14.6880,10.19,37.92,11.60,39.8568,37.6860
14.9976,10.41,39.04,11.80,42.8566,38.1309
15.2887,10.61,39.08,11.70,43.4802,38.2490
13.5394,9.39,41.13,11.80,48.4611,38.0619
12.1076,8.40,36.98,11.60,49.4662,39.6017
14.4315,10.01,34.58,11.80,43.8051,40.1358
14.5617,10.10,34.67,11.80,39.1471,39.2226
14.6749,10.18,35.61,11.80,35.4613,38.6350
14.6655,10.18,35.97,11.90,35.1558,38.6949
14.8204,10.28,36.91,11.70,40.7616,38.0136
14.6784,10.18,34.03,12.00,37.2942,38.5979
14.4315,10.01,38.76,12.10,29.2668,38.9116
14.3852,9.98,39.83,11.70,40.7653,38.4702
13.5077,9.37,39.92,11.90,40.9309,35.9284
13.0333,9.04,38.19,11.90,36.9001,45.2391
12.9400,8.98,38.39,11.90,37.7367,45.1620
12.9026,8.95,38.31,11.90,39.2968,42.6482
12.8652,8.93,38.24,11.90,40.8570,40.1343
12.8133,8.89,37.98,11.90,42.3989,38.1188
11.7103,8.12,36.35,11.90,41.2897,38.5407
10.5447,7.32,34.27,11.90,38.3619,38.1007
10.1659,7.05,33.81,11.90,35.8280,37.7893
10.6433,7.38,35.31,11.60,39.7607,39.0187
11.6589,8.09,36.55,11.60,40.2412,38.2899
11.9232,8.27,36.86,11.60,35.0545,38.3883
12.5318,8.69,37.68,11.60,30.4867,39.3511
12.9091,8.96,37.48,11.60,25.4842,38.5939
13.3999,9.30,36.97,11.60,45.4274,39.4787
13.4437,9.33,37.94,11.60,40.0301,39.0345
13.6654,9.48,37.56,11.60,42.1249,38.8251
14.2490,9.89,39.14,11.60,37.8227,39.0081
14.4531,10.03,39.44,11.60,30.6257,38.6400
6.7985,4.72,37.62,11.60,39.9583,39.1457
6.7284,4.67,38.76,11.60,48.5090,40.9916
6.6129,4.59,39.14,11.60,48.7411,40.9928
6.8231,4.73,38.52,11.60,48.8378,42.2653
9.4326,6.54,36.45,11.60,47.6328,39.2495
11.0139,7.64,34.70,11.60,42.8689,38.2786
10.8262,7.51,34.97,11.70,35.8783,37.8208
11.0555,7.67,35.39,11.70,40.4098,38.3205
10.9635,7.61,33.88,11.70,41.1356,37.8619
10.8167,7.50,35.00,11.70,36.2363,39.1633
10.6175,7.37,35.56,11.70,39.8210,39.0583
10.4213,7.23,34.92,11.70,41.8205,38.2996
10.5329,7.31,33.34,11.40,38.7005,40.1001
10.5746,7.34,34.03,12.40,34.7794,42.3566
10.9656,7.61,34.34,12.40,41.8065,40.3640
9.9491,6.90,34.39,12.40,36.5903,39.0569
9.1609,6.36,34.68,12.40,39.9397,39.8428
9.2826,6.44,37.94,10.90,40.2339,40.0697
8.5130,5.91,37.02,11.50,39.0779,41.4257
7.4755,5.19,35.13,11.50,39.4895,42.1661
7.1899,4.99,36.60,11.50,38.6403,44.0991
6.9955,4.85,38.02,11.10,44.2665,41.6750
6.7351,4.67,36.12,11.10,48.0263,42.1888
7.0548,4.89,36.29,11.10,48.6790,40.6117
8.0202,5.56,38.50,11.10,48.1398,41.2576
8.6207,5.98,38.39,11.10,48.3366,42.1728
8.8862,6.17,40.92,11.10,48.6076,41.8198
8.7098,6.04,40.71,11.60,48.4957,43.2934
8.7111,6.04,41.30,11.00,48.7151,43.5766
8.5457,5.93,40.76,11.00,48.3840,43.8475
8.5845,5.96,39.61,10.90,46.9845,43.9337
7.9261,5.50,37.15,11.00,47.0115,43.9946
7.2812,5.05,36.59,10.90,46.2184,43.1850
7.2067,5.00,36.83,10.60,45.7088,43.2261
7.4559,5.17,37.81,10.80,45.5288,42.6894
7.6550,5.31,38.85,10.70,45.2688,42.7610
7.7103,5.35,36.20,10.80,45.6087,43.0233
8.5375,5.92,38.84,10.80,45.6665,42.4149
9.6524,6.70,42.27,10.90,44.2820,42.5096
10.3364,7.17,43.63,10.80,40.8144,43.4341
10.8695,7.54,45.59,11.00,37.2365,38.5836
10.5202,7.30,43.49,11.00,34.9899,39.4339
10.0339,6.96,43.82,11.10,32.5838,41.8585
10.0045,6.94,43.87,11.00,29.4464,42.9834
9.7253,6.75,42.32,10.90,27.6473,43.7541
9.7929,6.79,40.52,11.10,29.2375,42.0363
9.5408,6.62,35.22,10.90,46.1675,40.7553
9.7574,6.77,35.62,11.00,41.7924,41.8961
9.8455,6.83,35.39,11.00,39.1039,41.6417
9.5818,6.65,32.06,11.00,37.8858,41.7873
9.5385,6.62,35.81,10.90,41.1193,40.5884
9.4374,6.55,35.23,11.60,41.8987,40.9715
9.5750,6.64,35.38,11.10,39.6636,41.1725
9.4323,6.54,35.19,11.10,37.1894,41.2413
8.4988,5.90,33.22,11.20,36.0178,41.1946
7.6642,5.32,32.12,11.20,35.3909,40.2157
7.7647,5.39,32.66,11.20,33.9892,40.8226
8.3522,5.79,33.63,11.20,32.7729,40.1351
8.7031,6.04,33.71,10.70,39.6551,39.2498
8.6798,6.02,33.36,12.00,42.9635,40.3334
8.8229,6.12,33.89,11.00,41.0638,40.6443
8.8059,6.11,33.64,11.00,38.6159,41.4122
8.7144,6.05,32.13,11.60,37.1607,41.0223
8.7481,6.07,33.40,11.00,35.0962,40.7009
8.7362,6.06,31.45,11.20,33.8004,40.7407
11.3689,7.89,32.89,11.10,41.1404,38.4542
12.7480,8.84,34.52,11.40,45.6399,40.1271
12.8271,8.90,35.37,11.20,41.9181,40.5798
13.1551,9.13,35.87,11.30,38.3233,40.9088
13.1600,9.13,35.79,12.00,34.2890,41.2423
10.2818,7.13,34.24,11.90,31.6128,41.4162
8.5286,5.92,32.38,11.60,36.3369,40.7308
8.7052,6.04,32.82,11.60,40.2005,40.3333
8.9250,6.19,32.88,11.60,39.4245,39.8202
8.9561,6.21,33.27,11.60,38.2736,40.1963
8.9817,6.23,33.03,11.70,36.5787,40.4532
9.2433,6.41,33.21,11.70,35.3898,40.1332
9.5662,6.64,32.25,12.50,34.6998,40.1877
9.9090,6.87,31.99,11.70,42.1281,40.2800
9.8110,6.81,32.93,12.60,46.4988,40.5111
9.4565,6.56,33.89,12.50,45.4543,40.3305
9.0607,6.29,34.86,11.60,47.7462,39.0723
8.9034,6.18,33.19,12.10,46.8041,38.8818
9.0102,6.25,33.96,11.70,45.0896,40.0485
10.2332,7.10,34.59,11.90,42.5143,40.6638
9.6055,6.66,35.06,12.20,39.1787,40.8107
9.6229,6.68,34.34,11.60,43.3317,41.0748
9.3828,6.51,33.27,11.50,45.5850,40.8364
8.7660,6.08,33.28,11.60,42.5270,40.4797
8.8081,6.11,32.49,12.00,40.6020,40.5952
8.9233,6.19,33.16,11.70,38.5908,40.6410
8.8809,6.16,33.46,11.60,35.8681,40.6641
8.7434,6.07,33.46,11.60,33.1970,40.2278
8.6964,6.03,33.16,12.00,30.8092,40.4390
8.8027,6.11,33.27,12.10,28.9562,39.9973
9.1035,6.32,32.19,11.70,29.1752,39.7072
8.9312,6.20,32.48,12.00,27.0515,40.2820
8.9989,6.24,31.35,12.10,26.1207,39.6864
9.0557,6.28,31.73,11.80,24.0019,40.8098
9.0187,6.26,31.97,11.70,45.2027,39.0807
9.1503,6.35,30.92,11.70,39.2012,40.1556
9.3593,6.49,31.89,11.70,34.5319,40.4030
9.5167,6.60,32.47,11.70,30.5882,39.8910
9.3018,6.45,32.71,11.80,27.5350,40.2577
9.6113,6.67,33.59,11.80,25.9046,39.9185
9.4373,6.55,34.44,11.80,35.7734,39.2035
9.5932,6.66,35.30,11.80,39.0188,39.3307
8.6224,5.98,34.19,11.80,35.1543,40.0191
8.5285,5.92,36.42,12.10,32.4062,40.0680
8.6096,5.97,39.59,12.00,28.6127,40.6665
8.8177,6.12,40.51,11.80,26.1639,40.8986
8.7688,6.08,40.37,11.70,24.5317,40.6425
8.7958,6.10,41.36,11.70,23.1851,40.3078
8.9113,6.18,40.91,10.80,26.8669,39.6929
8.8879,6.17,40.31,12.00,46.0409,40.2832
8.8525,6.14,38.79,12.00,43.7391,41.7172
9.1802,6.37,41.33,12.10,40.2628,42.5644
8.6392,5.99,37.93,11.60,39.5233,41.8604
8.9235,6.19,39.71,11.60,35.2835,41.0932
9.3777,6.51,41.58,11.60,29.3818,42.7934
9.7482,6.76,41.68,11.60,26.9048,42.7009
10.1092,7.01,43.09,11.60,23.7642,42.0343
10.1799,7.06,43.65,11.60,27.7168,42.2222
10.4130,7.22,42.09,11.80,34.0140,42.7535
11.3370,7.87,36.67,12.00,31.2318,41.3562
10.6732,7.41,35.71,11.70,30.5122,39.0195
10.9000,7.56,38.25,11.60,27.3641,42.5830
11.1202,7.72,38.93,12.10,35.6087,39.8970
11.3611,7.88,39.36,11.50,39.7611,40.3130
11.2333,7.79,39.01,11.50,37.5843,41.8284
11.0207,7.65,38.37,11.50,32.9017,42.2035
10.4875,7.28,37.88,11.60,28.8868,41.7486
10.0331,6.96,35.62,11.70,30.8839,40.9780
9.8523,6.84,35.58,11.60,31.5381,40.5628
9.5809,6.65,34.13,11.70,25.9246,41.3374
9.5025,6.59,35.70,11.50,35.7317,40.8357
9.4974,6.59,36.98,12.10,29.9613,40.5603
10.0809,6.99,38.68,11.80,32.4158,40.6582
9.9224,6.88,37.70,11.70,30.6501,36.8256
10.1122,7.02,38.06,11.80,34.8585,40.3583
10.0543,6.98,37.70,11.70,40.9643,39.9379
9.8943,6.86,37.39,12.60,32.0234,41.2723
9.4400,6.55,35.78,12.10,34.6531,41.4926
9.2212,6.40,35.80,11.80,40.8462,40.7343
8.9303,6.20,35.37,11.80,34.2716,41.4312
8.8750,6.16,35.52,11.70,30.3862,40.9545
8.7698,6.08,35.05,11.70,27.3753,40.3684
8.3115,5.77,32.52,11.70,26.2885,39.6408
8.5689,5.95,33.24,11.80,31.3445,38.7380
8.3565,5.80,32.86,11.70,43.4517,37.9410
10.9371,7.59,38.76,11.70,36.7596,38.9881
12.9184,8.96,44.09,11.70,25.9022,40.9653
13.6376,9.46,47.08,11.70,31.8627,39.5413
13.3011,9.23,47.62,12.00,28.6081,40.0134
11.9072,8.26,45.71,11.80,23.4416,41.7499
11.4110,7.92,46.18,11.80,30.2325,41.1664
11.9497,8.29,44.71,12.10,35.2133,40.7591
12.1089,8.40,39.80,12.00,35.0954,40.7595
11.8714,8.24,39.76,11.80,33.8218,40.4331
11.5463,8.01,38.27,11.90,28.0898,40.4709
13.9980,9.71,32.77,11.90,22.3715,39.8140
13.8965,9.64,34.40,11.90,21.5150,38.8542
14.9720,10.39,35.16,11.80,37.8327,38.3484
15.1374,10.50,35.25,11.80,27.6574,36.5407
15.2071,10.55,35.01,11.80,39.3553,37.1781
12.1532,8.43,37.73,11.80,36.1737,39.0779
9.9218,6.88,33.12,11.80,43.1880,38.3097
14.3645,9.97,34.97,11.80,33.1147,39.8621
15.1544,10.51,34.95,11.70,23.9790,37.2534
15.0482,10.44,34.61,11.80,36.7136,36.6430
15.0116,10.42,34.15,11.80,27.7774,34.3400
9.0251,6.26,35.13,11.80,41.8807,36.1266
0.9683,0.67,32.97,11.80,23.8602,38.5738
0.0000,0.00,32.05,11.80,16.8972,38.2093
0.0000,0.00,31.25,11.80,0.3071,35.5063
0.0000,0.00,32.00,11.80,0.0000,37.0592
0.0000,0.00,32.49,11.80,0.0000,36.6653
0.0000,0.00,31.98,11.80,0.0000,37.0030
0.0000,0.00,33.05,11.80,0.0000,37.2169
0.0000,0.00,32.47,11.80,0.0000,37.0407
0.0000,0.00,32.01,11.80,0.0000,37.0297
0.0000,0.00,32.16,11.80,0.0000,37.0594
0.0000,0.00,32.40,11.80,0.0000,37.1620
0.0000,0.00,32.23,11.80,0.0000,37.2743
0.0000,0.00,32.48,11.80,0.0000,37.2584
0.0000,0.00,31.98,11.80,0.0000,37.2628
0.0000,0.00,32.12,11.80,0.0000,37.4055
0.0000,0.00,32.81,11.80,0.0000,37.3352
0.0000,0.00,32.76,11.80,0.0000,37.3887
0.0000,0.00,32.58,11.80,0.0000,37.3125
0.0000,0.00,32.57,11.80,0.0000,37.4768
0.0000,0.00,31.58,11.80,0.0000,37.5660
0.0000,0.00,31.17,11.80,0.0000,37.7730
0.0000,0.00,31.47,11.80,0.0000,37.2857
0.0000,0.00,31.16,11.80,0.0000,37.8967
0.0000,0.00,30.91,11.80,0.0000,37.6713
1.2085,0.87,33.19,11.80,0.5324,37.7922
6.3657,4.56,37.85,11.80,38.6896,40.1638
6.7531,4.84,38.20,11.80,36.6228,41.5562
6.9652,4.99,39.02,11.00,38.6405,43.1463
9.0028,6.45,38.59,11.00,37.9487,36.8116
9.7511,6.98,38.71,11.00,36.9644,37.0137
9.8489,7.05,38.22,11.60,37.6157,47.0114
9.6382,6.90,38.89,11.60,36.9041,46.5406
9.7802,7.00,38.15,10.90,37.3260,46.3230
9.5305,6.82,37.78,11.00,37.6944,31.2491
8.2374,5.90,38.22,11.40,37.8918,36.6849
8.1819,5.86,35.80,11.40,37.9048,37.4084
7.8970,5.65,35.18,11.10,37.4210,36.8824
8.4580,6.06,35.17,11.00,38.9662,36.5247
8.9685,6.42,35.48,11.00,38.4098,37.5340
9.0006,6.44,35.18,11.10,38.3752,38.4032
8.4610,6.06,35.09,11.50,38.0855,37.5278
8.4921,6.08,36.00,11.50,37.7362,36.7612
8.3367,5.97,34.92,11.00,37.7710,36.8025
8.1640,5.85,35.13,11.40,39.0991,35.6554
8.2674,5.92,36.14,11.30,38.7440,36.3709
8.0134,5.74,36.76,11.00,38.3625,36.9970
7.6101,5.45,36.52,10.80,38.0926,37.5938
8.6490,6.19,36.65,10.70,38.7930,37.6958
8.9569,6.41,36.55,10.80,37.0903,38.0958
9.2078,6.59,37.02,11.40,35.7403,38.1901
9.1828,6.58,37.39,10.80,34.9972,36.3421
9.0107,6.45,37.46,10.80,33.7372,37.3369
9.0201,6.46,37.19,10.90,31.9808,36.2193
8.7161,6.24,37.04,10.90,31.2648,37.1741
8.8966,6.37,36.92,11.40,27.6917,37.5923
9.7450,6.98,36.36,10.70,23.8882,37.7499
9.5070,6.81,33.65,11.00,18.8904,38.0952
9.2327,6.61,34.47,10.90,31.6397,36.6849
9.5844,6.86,35.19,10.90,31.9571,36.6618
10.1338,7.26,35.13,10.90,27.3487,37.2528
10.1027,7.23,35.50,11.50,27.7571,38.5745
9.3881,6.72,34.11,11.40,37.3726,36.9865
8.9928,6.44,34.18,11.70,34.8058,37.3265
9.1590,6.56,35.01,11.40,28.2691,37.1990
9.1818,6.57,35.23,11.40,23.9113,37.1760
9.1000,6.52,34.33,10.80,36.6466,36.8227
9.1506,6.55,32.61,10.80,34.5075,36.7729
8.5777,6.14,33.49,10.70,30.5014,37.3049
9.0461,6.48,34.22,10.80,27.1671,37.7364
9.8810,7.08,35.49,10.50,36.3958,37.9577
10.4875,7.51,36.32,11.30,30.0693,38.9011
10.2747,7.36,35.65,11.40,30.0379,39.2000
10.1780,7.29,35.09,10.70,35.5594,39.1938
10.3466,7.41,34.55,11.00,29.0137,40.2469
10.2648,7.35,35.10,11.40,33.5602,41.0495
10.0473,7.19,34.80,11.80,35.5788,39.4780
9.8368,7.04,34.53,12.00,27.8569,40.1181
9.8560,7.06,33.09,11.90,31.8229,39.6514
9.7893,7.01,33.96,11.00,33.6925,39.8853
9.6898,6.94,34.49,11.10,24.8520,39.9995
10.2098,7.31,35.97,11.00,28.6376,39.3528
10.8107,7.74,35.90,11.50,22.9471,39.0676
10.7984,7.73,35.43,11.50,19.4809,39.5058
11.4626,8.21,35.09,10.50,35.7460,39.4596
11.1224,7.96,35.03,10.90,37.3057,39.7971
10.9875,7.87,34.73,11.20,31.9508,40.1925
9.9642,7.13,34.79,12.00,24.3209,39.9382
9.5228,6.82,34.62,12.00,36.1820,39.6952
8.4229,6.03,32.55,12.00,41.8668,37.6479
8.4615,6.06,30.70,11.10,42.6434,37.0713
8.2849,5.93,30.61,11.40,41.4209,36.9940
8.1111,5.81,31.13,11.10,40.4918,37.2207
7.6078,5.45,32.19,11.10,38.6183,37.0838
7.7522,5.55,31.31,11.70,38.3373,36.7902
7.9077,5.66,31.69,11.50,37.7457,37.2785
7.5792,5.43,32.89,11.80,35.2526,35.8996
7.6025,5.44,31.13,11.20,40.5203,38.1840
7.4819,5.36,31.67,11.20,42.9840,34.8871
8.0882,5.79,31.97,11.40,40.3068,37.0976
8.8748,6.35,33.35,11.20,37.7770,38.0833
9.4017,6.73,35.21,11.30,34.1859,38.2525
10.0232,7.18,36.30,12.40,31.9423,36.9993
10.1173,7.24,36.37,11.70,40.5914,37.3397
10.7113,7.67,37.73,11.40,44.2176,37.1143
11.2215,8.04,39.39,11.10,39.2170,37.8324
11.5021,8.24,39.38,11.10,36.2934,37.1935
11.6779,8.36,40.03,11.70,33.4533,37.1944
12.2193,8.75,41.06,12.30,29.4970,37.1146
12.2408,8.76,41.02,11.50,46.4114,37.3486
11.9944,8.59,41.95,12.40,43.7489,36.9555
11.8619,8.49,41.61,11.40,41.3060,38.0564
12.0937,8.66,43.46,11.40,36.0846,39.6557
11.8459,8.48,41.31,11.40,34.4598,37.8643
9.1532,6.55,35.18,11.60,37.2413,36.9986
8.8748,6.35,34.96,11.60,35.8960,36.9813
8.7096,6.24,32.72,11.90,36.0161,38.2071
8.4954,6.08,32.33,11.90,35.2088,37.5041
8.2706,5.92,33.79,11.80,31.6929,37.0971
7.8864,5.65,34.03,11.90,28.9513,37.6886
7.9074,5.66,31.64,12.00,27.2826,37.1783
8.0465,5.76,32.21,11.80,32.0919,37.4866
8.7477,6.26,34.01,12.10,45.9453,37.5686
10.6611,7.63,36.09,11.90,41.1842,37.8205
11.6146,8.32,36.73,11.70,42.4355,37.5507
11.8293,8.47,35.58,11.90,43.1451,38.9099
11.8204,8.46,35.76,12.30,40.2632,37.8693
11.2148,8.03,34.99,12.50,40.7646,37.3847
10.9718,7.86,36.15,11.70,39.9767,37.2979
10.9822,7.86,36.79,11.70,32.1272,36.1948
11.2605,8.06,35.99,12.80,31.2974,36.0222
